CODIGO,NOMBRE,EMBALSE,X,Y,DEMARC,PROVINCIA,CCAA,TIPO,INFORME,ID,AMBITO_NOMBRE,EMBALSE_NOMBRE,AGUA_TOTAL,ELECTRICO_FLAG
5140048.0,retortillo,embalse de retortillo,"37,8413896820001","-5,34934339699993",guadalquivir,sevilla,andalucía,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1469,235,guadalquivir,retortillo,73.0,0
,,,,,,,,,,237,guadalquivir,torre del águila,66.0,0
,,,,,,,,,,240,guadalete-barbate,almodóvar,6.0,0
,,,,,,,,,,241,cuenca mediterránea andaluza,limonero,25.0,0
6110005.0,guadarranque,guadarranque reservoir,"36,3087665890001","-5,46145982799993",cuencas mediterraneas andaluzas,cádiz,andalucía,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1942,242,cuenca mediterránea andaluza,guadarranque,88.0,0
,,,,,,,,,,246,guadiana,tentudia,5.0,0
1270005.0,belesar,belesar reservoir,"42,6287771620001","-7,71239387399993",miño-sil,lugo,galicia,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=65,247,miño - sil,belesar,655.0,1
2370031.0,almendra,almendra reservoir,"41,2714941880001","-6,32020866599993",duero,zamora,castilla y león,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=391,249,duero,almendra,2649.0,1
2340015.0,cervera,cervera,"42,8660505030001","-4,52768060999995",duero,palencia,castilla y león,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=352,250,duero,cervera,11.0,0
,,,,,,,,,,251,duero,san josé,6.0,0
3190008.0,bolarque,bolarque reservoir,"40,363245856","-2,81868119299997",tajo,guadalajara,castilla - la mancha,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=744,254,tajo,bolarque,31.0,1
,,,,,,,,,,255,tajo,buendía,1705.0,0
,,,,,,,,,,256,tajo,guijo de granadilla,13.0,1
3280040.0,"villar, el",el villar reservoir,"40,9474491760001","-3,56294228099995",tajo,madrid,comunidad de madrid,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=817,257,tajo,"villar, el",23.0,0
3280007.0,valmayor,valmayor reservoir,"40,535345943","-4,04728874499995",tajo,madrid,comunidad de madrid,presa de materiales sueltos de pantalla asfáltica,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=786,258,tajo,valmayor,124.0,0
9310034.0,irabia,irabia,"42,9849261200001","-1,15747190799993",ebro,navarra,comunidad foral de navarra,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2746,261,ebro,irabia,14.0,1
,,,,,,,,,,262,ebro,"grado, el",400.0,0
,,,,,,,,,,264,ebro,monteagudo,10.0,0
9250019.0,rialb,rialb,"41,939892881","1,19279358700004",ebro,lleida,cataluña,presa de fábrica de gravedad (hormigón compactado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2569,265,ebro,rialb,404.0,0
9220076.0,santa ana,santa ana,"41,8825060980001","0,580849584000021",ebro,huesca,aragón,presa de fábrica de arco-gravedad,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2491,266,ebro,santa ana,237.0,0
,,,,,,,,,,267,ebro,san lorenzo,10.0,1
,,,,,,,,,,273,cantábrico occidental,arbón,41.0,1
,,,,,,,,,,277,guadalquivir,derivación retortillo,8.0,0
,,,,,,,,,,283,guadalquivir,guillena,5.0,1
,,,,,,,,,,285,guadalquivir,negratín,571.0,0
,,,,,,,,,,286,guadalquivir,villafranca,6.0,0
,,,,,,,,,,287,guadalquivir,víboras,19.0,0
,,,,,,,,,,288,cuenca mediterránea andaluza,concepción,62.0,0
,,,,,,,,,,292,guadiana,alcollarín,52.0,0
4060031.0,piedra aguda,piedra aguda,"38,68712586","-7,02207805699993",guadiana,badajoz,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=958,296,guadiana,piedra aguda,16.0,0
4210052.0,jarrama,jarrama,"37,667643459","-6,50982948899997","tinto, odiel y piedras",huelva,andalucía,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1256,300,tinto. odiel y piedras,jarrama,43.0,0
1320033.0,salas,salas,"41,9246563240001","-7,94313212699996",miño-sil,ourense,galicia,presa de fábrica de contrafuertes,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=118,301,miño - sil,salas,87.0,1
2490004.0,puente porto,puente porto,"42,1158687330001","-6,83043827699993",duero,zamora,castilla y león,presa de fábrica de contrafuertes,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=471,303,duero,puente porto,23.0,1
3280048.0,"atazar, el",el atazar reservoir,"40,9119621410001","-3,47348717199998",tajo,madrid,comunidad de madrid,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=825,304,tajo,"atazar, el",426.0,0
7300041.0,alfonso xiii,alfonso xiii,"38,2232084","-1,59952768299996",segura,murcia,región de murcia,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2077,306,segura,alfonso xiii,22.0,0
7030005.0,crevillente,crevillente,"38,2573070890001","-0,791022540999961",segura,alacant/alicante,comunitat valenciana,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2018,307,segura,crevillente,13.0,0
8460013.0,loriguilla,loriguilla reservoir,"39,6655252350001","-0,91324766799994",jucar,valència/valencia,comunitat valenciana,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2308,309,júcar,loriguilla,73.0,0
9220022.0,baserca,baserca reservoir,"42,578713312","0,758746737000024",ebro,lleida,cataluña,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2439,311,ebro,baserca,22.0,1
,,,,,,,,,,312,ebro,certescáns,16.0,1
,,,,,,,,,,313,ebro,ip,5.0,1
,,,,,,,,,,314,ebro,mar (lago),14.0,1
,,,,,,,,,,316,galicia costa,sta uxia,18.0,1
,,,,,,,,,,318,cuencas internas de cataluña,la baells,115.0,0
15200006.0,ibai-eder,ibai-eder,"43,1287549570001","-2,22691844199994",cantabrico oriental,gipuzkoa/guipúzcoa,país vasco,presa de materiales sueltos de pantalla de hormigón,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=3121,319,cuencas internas del país vasco,ibai-eder,11.0,0
,,,,,,,,,,324,cuenca mediterránea andaluza,benínar,70.0,0
,,,,,,,,,,325,guadalquivir,vadomojón,163.0,0
6110002.0,charco redondo,charco redondo reservoir,"36,2322004530001","-5,54416164299994",cuencas mediterraneas andaluzas,cádiz,andalucía,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1939,326,cuenca mediterránea andaluza,charco redondo,82.0,0
,,,,,,,,,,328,guadalete-barbate,guadalcacín ii,800.0,0
4100025.0,cancho del fresno,cancho del fresno,"39,3931095610001","-5,39044150299998",guadiana,cáceres,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1074,329,guadiana,cancho del fresno,15.0,0
4130017.0,castilseras,castilseras,"38,738908709","-4,80134611699998",guadiana,ciudad real,castilla - la mancha,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1105,330,guadiana,castilseras,5.0,0
4100012.0,ruecas,ruecas,"39,267439745","-5,49598021299994",guadiana,cáceres,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1062,333,guadiana,ruecas,44.0,0
4100007.0,sierra brava,sierra brava,"39,1932626620001","-5,64510043299993",guadiana,cáceres,extremadura,presa de fábrica de gravedad (hormigón compactado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1057,336,guadiana,sierra brava,233.0,0
,,,,,,,,,,337,guadiana,villalba de los barros,106.0,0
1320011.0,peñarrubia,peñarrubia reservoir,"42,4564492920001","-6,81942030899995",miño-sil,ourense,galicia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=96,339,miño - sil,peñarrubia,13.0,1
1240017.0,"rozas, las","rozas, las","42,9069858300001","-6,35038478399997",miño-sil,león,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=50,341,miño - sil,"rozas, las",28.0,1
,,,,,,,,,,342,duero,"agavanzal, nª sª de",36.0,1
,,,,,,,,,,343,duero,"pontón alto, el",7.0,0
,,,,,,,,,,348,tajo,alcántara,3162.0,1
,,,,,,,,,,350,tajo,santillana,91.0,0
3280030.0,san juan,san juan reservoir,"40,373071902","-4,31198048099998",tajo,madrid,comunidad de madrid,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=807,351,tajo,san juan,148.0,0
3280027.0,san juan,san juan reservoir,"40,3694450950001","-4,31798776699998",tajo,madrid,comunidad de madrid,presa de fábrica de contrafuertes,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=805,351,tajo,san juan,148.0,0
,,,,,,,,,,352,júcar,buseo,8.0,0
9220061.0,escarra,escarra reservoir,"42,7450247100001","-0,352936039999975",ebro,huesca,aragón,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2476,355,ebro,escarra,5.0,1
9220091.0,respomuso,respomuso reservoir,"42,8156272250001","-0,297330793999947",ebro,huesca,aragón,presa de fábrica de contrafuertes,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2505,356,ebro,respomuso,18.0,1
,,,,,,,,,,357,ebro,sistema aguas limpias,18.0,1
9440009.0,santolea,santolea reservoir,"40,772565747","-0,31769404299996",ebro,teruel,aragón,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2802,359,ebro,santolea,65.0,0
,,,,,,,,,,360,ebro,urdiceto,5.0,1
,,,,,,,,,,362,galicia costa,"forcadas, as",11.0,0
,,,,,,,,,,367,guadalquivir,bembézar,347.0,0
5140036.0,cordobilla,cordobilla,"37,3492563180001","-4,72116142999994",guadalquivir,sevilla,andalucía,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1458,369,guadalquivir,cordobilla,34.0,0
,,,,,,,,,,371,guadalquivir,josé torán,113.0,0
4060051.0,alange,alange reservoir,"38,7874608500001","-6,26830306899996",guadiana,badajoz,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=978,374,guadiana,alange,880.0,0
5110015.0,"hurones, los",embalse de los hurones,"36,6613705560001","-5,56192533699993",guadalete y barbate,cádiz,andalucía,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1340,375,guadalete-barbate,"hurones, los",135.0,0
,,,,,,,,,,376,guadiana,andévalo,634.0,0
,,,,,,,,,,377,guadiana,garcía de sola,554.0,0
4060067.0,valuengo,valuengo,"38,301870679","-6,67658085999994",guadiana,badajoz,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=992,381,guadiana,valuengo,20.0,0
,,,,,,,,,,382,miño - sil,guístolas,5.0,1
,,,,,,,,,,383,miño - sil,san martiño,10.0,1
1320028.0,santa eulalia,santa eulalia,"42,3483453630001","-7,06397987999998",miño-sil,ourense,galicia,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=113,384,miño - sil,santa eulalia,10.0,1
2240006.0,villameca,villameca reservoir,"42,6484728770001","-6,07216067399997",duero,león,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=290,387,duero,villameca,20.0,0
2240013.0,villameca,villameca reservoir,"42,64729808","-6,06777581499995",duero,león,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=297,387,duero,villameca,20.0,0
2240003.0,villameca,villameca,"42,648767698","-6,05942422599998",duero,león,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=287,387,duero,villameca,20.0,0
3450022.0,finisterre,finisterre,"39,649443492","-3,65015487999995",tajo,toledo,castilla - la mancha,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=878,388,tajo,finisterre,133.0,0
,,,,,,,,,,389,tajo,pinilla,38.0,0
7300017.0,santomera,santomera reservoir,"38,0953790500001","-1,08850565499995",segura,murcia,región de murcia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2053,390,segura,santomera,26.0,0
7300019.0,santomera,santomera reservoir,"38,09411349","-1,08937104299997",segura,murcia,región de murcia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2055,390,segura,santomera,26.0,0
9430006.0,ciurana,siurana reservoir,"41,2495806650001","0,913874355000075",ebro,tarragona,cataluña,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2772,391,ebro,ciurana,12.0,0
9430002.0,guiamets,guiamets,"41,098764213","0,751588232000074",ebro,tarragona,cataluña,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2768,392,ebro,guiamets,10.0,0
,,,,,,,,,,395,ebro,loteta (la),104.0,0
9260019.0,pajares,pajares reservoir,"42,0890324270001","-2,61013101999993",ebro,la rioja,la rioja,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2679,396,ebro,pajares,36.0,0
9220042.0,"peña, la","peña, la","42,3833827130001","-0,735549655999932",ebro,huesca,aragón,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2458,397,ebro,"peña, la",15.0,0
9220071.0,vadiello,vadiello,"42,2412072050001","-0,278563394999935",ebro,huesca,aragón,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2486,398,ebro,vadiello,16.0,0
,,,,,,,,,,400,cantábrico occidental,"cohilla, la",12.0,1
,,,,,,,,,,401,cantábrico occidental,salime,266.0,1
,,,,,,,,,,402,guadalquivir,bermejales,103.0,0
,,,,,,,,,,403,guadalquivir,"breña ii, la",823.0,0
5230051.0,encinarejo,encinarejo,"38,164548686","-3,99287874699996",guadalquivir,jaén,andalucía,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1586,404,guadalquivir,encinarejo,15.0,1
,,,,,,,,,,405,guadalquivir,el portillo,33.0,0
5230032.0,giribaile,giribaile,"38,0911996560001","-3,51273384599995",guadalquivir,jaén,andalucía,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1568,408,guadalquivir,giribaile,491.0,0
,,,,,,,,,,409,guadalquivir,jándula,325.0,0
5180005.0,san clemente,embalse de san clemente,"37,8575319010001","-2,64936869299993",guadalquivir,granada,andalucía,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1508,413,guadalquivir,san clemente,120.0,0
4060047.0,brovales,brovales,"38,345277652","-6,69588046499996",guadiana,badajoz,extremadura,presa de fábrica de contrafuertes,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=974,418,guadiana,brovales,7.0,0
,,,,,,,,,,425,guadiana,zújar,723.0,0
,,,,,,,,,,426,miño - sil,bárcena,341.0,0
,,,,,,,,,,428,miño - sil,pías (san agustín),10.0,1
,,,,,,,,,,429,duero,arlanzón,23.0,0
2050016.0,castro de las cogotas,castro de las cogotas,"40,7245279160001","-4,69718935299994",duero,ávila,castilla y león,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=223,430,duero,castro de las cogotas,59.0,0
3190017.0,"atance, el",el atance reservoir,"41,075332577","-2,78506228099997",tajo,guadalajara,castilla - la mancha,presa de fábrica de gravedad (hormigón compactado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=753,433,tajo,"atance, el",35.0,0
,,,,,,,,,,434,tajo,molino de chincha,6.0,1
3280063.0,picadas,picadas reservoir,"40,3333175330001","-4,24917123099993",tajo,madrid,comunidad de madrid,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=840,435,tajo,picadas,15.0,0
3450004.0,"portiña, la","la portiña reservoir, talavera de la reina","39,996548874","-4,84137628499997",tajo,toledo,castilla - la mancha,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=861,436,tajo,"portiña, la",5.0,0
7020004.0,taibilla,taibilla,"38,192427536","-2,26193352199994",segura,albacete,castilla - la mancha,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2006,437,segura,taibilla,10.0,0
9220095.0,lanuza,lanuza reservoir,"42,750213783","-0,314386454999976",ebro,huesca,aragón,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2509,439,ebro,lanuza,17.0,0
9220059.0,llauset,llauset,"42,5809309520001","0,694450386000028",ebro,huesca,aragón,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2474,440,ebro,llauset,17.0,1
,,,,,,,,,,441,ebro,nagore,5.0,0
,,,,,,,,,,443,ebro,mequinenza,1534.0,1
,,,,,,,,,,444,cantábrico occidental,alsa - mediajo,33.0,1
1310003.0,añarbe,añarbe,"43,21230153","-1,87524544699994",cantabrico oriental,gipuzkoa/guipúzcoa,país vasco,presa de fábrica de arco-gravedad,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=78,445,cantábrico oriental,añarbe,44.0,0
1310001.0,añarbe,añarbe,"43,2126734980001","-1,87827944599996",cantabrico oriental,gipuzkoa/guipúzcoa,país vasco,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=76,445,cantábrico oriental,añarbe,44.0,0
9310007.0,yesa,yesa reservoir,"42,615335069","-1,18301587299993",ebro,navarra,comunidad foral de navarra,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2719,447,ebro,yesa,470.0,0
,,,,,,,,,,448,ebro,sistema valle de arán,23.0,1
15200005.0,urkulu,urkulu reservoir,"43,0225055220001","-2,47053633499996",cantabrico oriental,gipuzkoa/guipúzcoa,país vasco,presa de materiales sueltos de pantalla de hormigón,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=3120,449,cuencas internas del país vasco,urkulu,10.0,0
,,,,,,,,,,451,cantábrico oriental,ibiur,8.0,0
1270010.0,montefurado,montefurado,"42,390996026","-7,21834378999995",miño-sil,lugo,galicia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=70,452,miño - sil,montefurado,11.0,1
,,,,,,,,,,453,duero,águeda,24.0,0
2490003.0,cernadilla,cernadilla reservoir,"42,0191548230001","-6,45932291799994",duero,zamora,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=470,455,duero,cernadilla,255.0,1
,,,,,,,,,,458,tajo,azután,113.0,1
,,,,,,,,,,461,ebro,albiña,6.0,0
,,,,,,,,,,462,ebro,búbal,64.0,0
14150005.0,eume,eume,"43,4071984460001","-8,01105708299997",galicia-costa,a coruña,galicia,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=3084,465,galicia costa,eume,123.0,1
,,,,,,,,,,467,cuencas internas de cataluña,sant pons,25.0,0
,,,,,,,,,,468,ebro,terradets,33.0,1
,,,,,,,,,,471,guadalquivir,francisco abellán,58.0,0
,,,,,,,,,,474,guadalquivir,"melonares, los",186.0,0
5230022.0,rumblar,rumblar reservoir,"38,1606132000001","-3,80533125699998",guadalquivir,jaén,andalucía,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1558,475,guadalquivir,rumblar,140.0,0
,,,,,,,,,,476,guadalquivir,san rafael de navallana,157.0,0
,,,,,,,,,,478,cuenca mediterránea andaluza,conde guadalhorce,83.0,0
1320015.0,"conchas, las","conchas, las","41,944252453","-8,03492920899993",miño-sil,ourense,galicia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=100,487,miño - sil,"conchas, las",80.0,1
1270006.0,sequeiros,sequeiros,"42,450804406","-7,25122124099994",miño-sil,lugo,galicia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=66,488,miño - sil,sequeiros,11.0,1
2240029.0,barrios de luna,reservoir of barrios de luna,"42,8497176120001","-5,86372470099997",duero,león,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=312,489,duero,barrios de luna,308.0,0
,,,,,,,,,,490,duero,rábanos,8.0,1
,,,,,,,,,,492,tajo,pálmaces,31.0,0
3450011.0,rosarito,rosarito reservoir,"40,110346936","-5,32378188799993",tajo,ávila,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=867,493,tajo,rosarito,93.0,0
3450012.0,rosarito,rosarito reservoir,"40,083403864","-5,30254088699996",tajo,toledo,castilla - la mancha,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=868,493,tajo,rosarito,93.0,0
3100007.0,valdecañas,valdecañas reservoir,"39,7781074380001","-5,61185123699994",tajo,cáceres,extremadura,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=541,495,tajo,valdecañas,1446.0,1
